ContractID,CustomerID,ProductType,AssetType,ContractAmount,InterestRate,TenureMonths,PaymentFrequency,CreditScore,Region,Channel,ContractStatus,StartDate,LastPaymentDate,InsuranceType,PremiumAmount,ClaimsCount,CreatedAt,IsDefault,HasClaim
CT006248,CUST33633,Vehicle Insurance,Truck,2125799,0,12,Quarterly,742,Central,MobileApp,Closed,17-02-2018,12-03-2024,No,0,0,27-02-2018,0,0
CT006249,CUST25660,Equipment Insurance,Bike,87695,0,12,Monthly,755,South,Dealer,Active,04-05-2021,18-08-2025,No,0,0,24-04-2021,0,0
CT006250,CUST63675,Operating Lease,Equipment,603657,0.073,72,Annually,703,North,MobileApp,Defaulted,14-10-2015,09-09-2023,Yes,0,0,11-01-2015,1,0
CT006251,CUST50132,Property Insurance,Car,1001814,0,12,Quarterly,628,West,Branch,Closed,13-08-2016,07-04-2024,No,0,0,29-08-2016,0,0
CT006252,CUST32942,Operating Lease,Bike,81887,0.0618,24,Monthly,708,South,Dealer,Active,05-03-2018,09-03-2025,No,0,0,21-05-2018,1,0
CT006253,CUST14207,Loan,Other,183877,0.188,60,Monthly,607,East,MobileApp,Defaulted,15-07-2017,11-07-2024,No,0,0,22-07-2017,0,0
CT006254,CUST38421,Loan,Other,10000,0.02,12,Annually,858,East,Online,Active,14-11-2021,08-01-2025,No,0,0,12-08-2021,0,0
CT006255,CUST19786,Operating Lease,Equipment,669553,0.1254,36,Annually,653,West,Branch,Active,22-03-2020,17-08-2025,Yes,0,0,04-01-2020,0,0
CT006256,CUST30381,Loan,Equipment,738584,0.2383,72,Quarterly,571,North,Branch,Closed,11-02-2015,18-07-2022,Yes,0,0,11-05-2015,0,0
CT006257,CUST94799,Operating Lease,Truck,1601361,0.1034,72,Quarterly,676,South,Dealer,Defaulted,13-05-2020,23-01-2024,Yes,0,0,18-05-2020,0,0
CT006258,CUST66814,Loan,Truck,2309043,0.0646,84,Annually,718,Central,Dealer,Active,18-11-2022,31-07-2025,Yes,0,0,19-11-2022,0,0
CT006259,CUST73526,Equipment Insurance,Property,3960347,0,12,Annually,689,South,Dealer,Active,27-07-2019,25-07-2025,No,0,0,08-01-2019,0,0
CT006260,CUST93457,Operating Lease,Equipment,662705,0.0913,24,Monthly,700,South,Online,Closed,05-01-2018,13-09-2022,Yes,0,0,05-09-2018,0,0
CT006261,CUST79639,Vehicle Insurance,Bike,88727,0,12,Quarterly,502,South,Branch,Active,26-12-2021,23-07-2025,No,0,0,27-12-2021,0,0
CT006262,CUST64804,Property Insurance,Car,928902,0,12,Monthly,658,Central,Online,Closed,21-11-2021,02-01-2025,No,0,0,16-12-2021,0,0
CT006263,CUST10115,Vehicle Insurance,Bike,90416,0,12,Annually,696,North,Dealer,Active,05-05-2019,14-09-2025,No,0,0,05-11-2019,0,0
CT006264,CUST63614,Loan,Property,4843892,0.2096,36,Annually,598,East,Online,Active,02-02-2015,08-12-2025,Yes,0,0,19-02-2015,0,0
CT006265,CUST99140,Loan,Car,214551,0.3182,36,Annually,499,South,Online,Defaulted,05-05-2018,19-01-2025,Yes,0,0,20-05-2018,0,0
CT006266,CUST75168,Equipment Insurance,Truck,1447615,0,12,Annually,542,Central,Dealer,Active,02-10-2021,14-11-2025,No,0,0,03-01-2021,0,0
CT006267,CUST80136,Operating Lease,Equipment,988223,0.2593,24,Quarterly,528,South,Online,Active,31-12-2021,21-08-2025,Yes,0,0,01-02-2022,0,0
CT006268,CUST14826,Equipment Insurance,Property,5782371,0,12,Monthly,733,Central,Branch,Active,10-01-2020,10-12-2025,No,0,0,10-03-2020,0,0
CT006269,CUST79536,Vehicle Insurance,Bike,72681,0,12,Quarterly,549,West,Dealer,Closed,13-03-2015,03-09-2022,No,0,0,04-06-2015,0,0
CT006270,CUST96542,Loan,Property,3656011,0.3031,72,Monthly,491,Central,MobileApp,Defaulted,12-04-2020,25-06-2023,Yes,0,0,28-12-2020,1,0
CT006271,CUST56326,Equipment Insurance,Property,3416016,0,12,Quarterly,661,Central,Online,Active,01-11-2020,16-08-2025,No,0,0,02-10-2020,0,0
CT006272,CUST83341,Loan,Equipment,1461137,0.2018,36,Annually,591,East,Online,Active,26-10-2018,28-09-2025,Yes,0,0,11-07-2018,0,0
CT006273,CUST30471,Operating Lease,Car,664077,0.093,24,Monthly,697,East,Branch,Active,27-11-2017,15-10-2025,Yes,0,0,16-12-2017,0,0
CT006274,CUST30020,Loan,Property,4815589,0.0766,36,Annually,709,Central,Online,Defaulted,06-06-2018,12-09-2023,Yes,0,0,26-06-2018,1,0
CT006275,CUST44329,Loan,Property,2588821,0.068,60,Monthly,733,East,Online,Active,01-08-2017,25-10-2025,Yes,0,0,19-01-2017,1,0
CT006276,CUST26102,Vehicle Insurance,Other,10000,0,12,Quarterly,523,Central,Online,Closed,15-12-2020,25-11-2022,No,0,0,01-10-2021,0,0
CT006277,CUST60510,Operating Lease,Bike,79826,0.02,36,Monthly,792,North,Dealer,Active,06-05-2017,11-11-2025,No,0,0,06-09-2017,1,0
CT006278,CUST40896,Operating Lease,Truck,1178939,0.1184,72,Quarterly,657,North,Broker,Active,24-04-2018,11-07-2025,Yes,0,0,05-07-2018,0,0
CT006279,CUST38520,Equipment Insurance,Bike,44029,0,12,Annually,711,West,MobileApp,Closed,06-06-2020,30-10-2020,No,0,0,15-06-2020,0,0
CT006280,CUST72797,Vehicle Insurance,Bike,110695,0,12,Monthly,652,South,MobileApp,Active,08-04-2020,08-08-2025,No,0,0,09-01-2020,0,0
CT006281,CUST44975,Loan,Car,879817,0.212,48,Monthly,597,East,Online,Defaulted,06-09-2021,08-09-2024,Yes,0,0,07-09-2021,1,0
CT006282,CUST95151,Operating Lease,Other,293002,0.1222,84,Monthly,662,North,Broker,Active,30-07-2020,08-05-2025,No,0,0,17-08-2020,0,0
CT006283,CUST63958,Loan,Truck,1551425,0.1412,72,Monthly,670,Central,Branch,Active,16-08-2022,21-10-2025,Yes,0,0,09-06-2022,0,0
CT006284,CUST58605,Vehicle Insurance,Other,173518,0,12,Quarterly,558,East,Online,Closed,12-02-2019,09-11-2024,No,0,0,30-12-2019,1,0
CT006285,CUST52528,Vehicle Insurance,Other,129230,0,12,Annually,568,West,Dealer,Closed,26-09-2018,24-07-2020,No,0,0,10-11-2018,0,0
CT006286,CUST19560,Loan,Equipment,503654,0.2343,36,Monthly,549,South,Branch,Active,16-12-2020,23-07-2025,Yes,0,0,30-12-2020,0,0
CT006287,CUST59653,Operating Lease,Other,159625,0.1646,36,Annually,622,West,Dealer,Defaulted,22-06-2020,29-07-2023,No,0,0,20-07-2020,1,0
CT006288,CUST31921,Vehicle Insurance,Property,4077123,0,12,Annually,732,West,Broker,Active,31-08-2022,28-08-2025,No,0,0,09-03-2022,0,0
CT006289,CUST89421,Vehicle Insurance,Truck,1430841,0,12,Monthly,636,East,Branch,Closed,19-01-2015,04-09-2023,No,0,0,02-07-2015,0,0
CT006290,CUST93724,Vehicle Insurance,Other,293506,0,12,Monthly,664,North,Online,Active,18-06-2015,11-06-2025,No,0,0,07-10-2015,0,0
CT006291,CUST66767,Equipment Insurance,Bike,102863,0,12,Annually,574,North,MobileApp,Active,28-04-2016,11-05-2025,No,0,0,05-10-2016,1,0
CT006292,CUST45429,Operating Lease,Property,5224260,0.0358,36,Annually,744,West,Online,Active,04-09-2019,09-09-2025,Yes,0,0,05-08-2019,0,0
CT006293,CUST28214,Operating Lease,Bike,122006,0.0558,36,Annually,721,West,Broker,Active,04-05-2019,08-01-2025,No,0,0,05-05-2019,1,0
CT006294,CUST69998,Operating Lease,Property,5641198,0.112,24,Annually,682,West,Dealer,Active,29-07-2022,09-12-2025,Yes,0,0,15-08-2022,0,0
CT006295,CUST20720,Loan,Equipment,207632,0.1194,84,Monthly,684,North,Broker,Active,05-01-2017,21-10-2025,Yes,0,0,28-05-2017,0,0
CT006296,CUST53650,Loan,Other,237268,0.2381,24,Quarterly,581,Central,MobileApp,Active,17-07-2016,17-10-2025,No,0,0,30-07-2016,1,0
CT006297,CUST50814,Vehicle Insurance,Other,90709,0,12,Quarterly,771,West,Dealer,Active,01-01-2018,16-11-2025,No,0,0,01-03-2018,0,0
CT006298,CUST38239,Operating Lease,Other,168682,0.0457,24,Quarterly,723,Central,Dealer,Active,14-06-2016,17-08-2025,No,0,0,26-06-2016,0,0
CT006299,CUST30221,Vehicle Insurance,Car,644903,0,12,Annually,762,North,MobileApp,Closed,30-08-2017,29-06-2022,No,0,0,09-01-2017,0,0
CT006300,CUST67018,Vehicle Insurance,Bike,87019,0,12,Annually,715,West,Dealer,Closed,25-10-2015,18-07-2022,No,0,0,11-07-2015,0,0
CT006301,CUST82489,Loan,Equipment,1019214,0.02,36,Monthly,803,South,Branch,Active,09-07-2022,11-01-2025,Yes,0,0,10-01-2022,0,0
CT006302,CUST83225,Vehicle Insurance,Equipment,616489,0,12,Annually,762,North,Online,Active,08-04-2020,08-01-2025,No,0,0,22-08-2020,0,0
CT006303,CUST12613,Equipment Insurance,Property,5580616,0,12,Annually,735,South,Dealer,Active,03-10-2019,08-10-2025,No,0,0,13-03-2019,1,0
CT006304,CUST37546,Operating Lease,Truck,774141,0.1106,24,Monthly,677,West,Branch,Active,17-07-2022,10-08-2025,Yes,0,0,20-07-2022,1,0
CT006305,CUST50857,Loan,Bike,47892,0.0971,60,Quarterly,681,Central,Dealer,Closed,28-08-2020,17-11-2022,No,0,0,22-09-2020,0,0
CT006306,CUST38892,Equipment Insurance,Bike,69957,0,12,Monthly,656,Central,Broker,Active,19-08-2015,22-07-2025,No,21503.55,1,24-08-2015,0,1
CT006307,CUST79484,Operating Lease,Equipment,779401,0.345,72,Quarterly,437,North,Online,Active,04-04-2017,11-07-2025,Yes,0,0,17-04-2017,0,0
CT006308,CUST69519,Vehicle Insurance,Car,842416,0,12,Quarterly,709,Central,Branch,Active,25-02-2017,16-10-2025,No,0,0,03-12-2017,1,0
CT006309,CUST81272,Equipment Insurance,Equipment,432364,0,12,Annually,709,West,Branch,Closed,24-12-2021,06-07-2022,No,0,0,01-06-2022,0,0
CT006310,CUST25856,Equipment Insurance,Other,163819,0,12,Monthly,670,North,Online,Active,04-02-2021,09-11-2025,No,0,0,18-04-2021,0,0
CT006311,CUST68934,Equipment Insurance,Bike,103105,0,12,Monthly,707,West,Dealer,Closed,06-09-2019,04-12-2025,No,0,0,07-08-2019,1,0
CT006312,CUST65624,Vehicle Insurance,Other,309075,0,12,Quarterly,613,East,Branch,Active,29-11-2015,24-09-2025,No,0,0,28-12-2015,0,0
CT006313,CUST60812,Operating Lease,Property,4424197,0.2165,12,Annually,575,Central,Branch,Closed,02-04-2018,30-06-2020,Yes,0,0,02-05-2018,1,0
CT006314,CUST19033,Operating Lease,Car,478640,0.1097,48,Quarterly,635,North,Online,Active,03-09-2018,10-08-2025,Yes,0,0,04-07-2018,1,0
CT006315,CUST33473,Loan,Bike,91099,0.182,12,Monthly,628,South,Online,Closed,18-02-2020,12-06-2021,No,0,0,03-03-2020,0,0
CT006316,CUST89566,Equipment Insurance,Truck,1225720,0,12,Annually,640,South,Branch,Active,11-10-2020,18-10-2025,No,0,0,12-05-2020,0,0
CT006317,CUST11638,Equipment Insurance,Property,4900736,0,12,Monthly,698,South,Branch,Closed,05-04-2018,07-05-2024,No,0,0,30-05-2018,0,0
CT006318,CUST96724,Equipment Insurance,Equipment,390522,0,12,Monthly,550,Central,Online,Closed,23-01-2016,25-12-2022,No,0,0,25-01-2016,0,0
CT006319,CUST96528,Operating Lease,Equipment,947790,0.1502,12,Monthly,622,West,Branch,Active,28-01-2017,17-10-2025,Yes,0,0,16-02-2017,1,0
CT006320,CUST40209,Operating Lease,Car,595428,0.122,72,Quarterly,648,West,Online,Active,03-08-2018,14-10-2025,Yes,0,0,03-10-2018,1,0
CT006321,CUST65806,Loan,Property,2328977,0.1543,24,Quarterly,649,West,Dealer,Active,06-02-2019,08-10-2025,Yes,0,0,07-01-2019,0,0
CT006322,CUST19505,Operating Lease,Property,3897408,0.02,36,Annually,855,North,Branch,Closed,05-06-2021,13-11-2022,Yes,0,0,05-11-2021,1,0
CT006323,CUST18259,Loan,Equipment,636145,0.0213,24,Annually,774,East,Broker,Active,06-03-2015,28-07-2025,Yes,0,0,20-06-2015,1,0
CT006324,CUST97820,Vehicle Insurance,Property,4113204,0,12,Quarterly,516,Central,Broker,Active,18-06-2022,10-06-2025,No,0,0,14-07-2022,0,0
CT006325,CUST18171,Operating Lease,Property,4598206,0.2293,84,Quarterly,545,Central,Online,Active,01-10-2022,30-08-2025,Yes,0,0,26-01-2022,1,0
CT006326,CUST21811,Operating Lease,Property,5879423,0.157,48,Quarterly,631,North,Branch,Closed,02-02-2017,13-05-2023,Yes,0,0,23-02-2017,0,0
CT006327,CUST65478,Operating Lease,Bike,38667,0.0859,72,Quarterly,693,East,Dealer,Active,13-05-2018,20-08-2025,No,0,0,28-05-2018,0,0
CT006328,CUST37756,Property Insurance,Equipment,789992,0,12,Annually,628,South,Broker,Closed,28-11-2021,04-01-2024,No,0,0,12-06-2021,0,0
CT006329,CUST62736,Vehicle Insurance,Other,251577,0,12,Annually,670,North,Online,Active,02-02-2017,11-03-2025,No,0,0,02-06-2017,0,0
CT006330,CUST53400,Operating Lease,Equipment,795808,0.1615,72,Quarterly,640,Central,Broker,Closed,02-08-2020,14-04-2023,Yes,0,0,03-05-2020,0,0
CT006331,CUST46091,Operating Lease,Other,427851,0.1691,36,Monthly,623,Central,Branch,Active,20-12-2017,21-10-2025,No,0,0,01-05-2018,0,0
CT006332,CUST38487,Loan,Truck,1470491,0.1088,48,Monthly,689,Central,Online,Defaulted,22-07-2020,28-09-2024,Yes,0,0,18-08-2020,0,0
CT006333,CUST61788,Equipment Insurance,Equipment,896302,0,12,Annually,725,East,Online,Active,27-01-2018,25-09-2025,No,0,0,02-11-2018,0,0
CT006334,CUST87249,Operating Lease,Property,5902160,0.1551,60,Quarterly,618,North,Dealer,Defaulted,16-04-2016,05-12-2025,Yes,0,0,05-06-2016,0,0
CT006335,CUST84536,Loan,Property,5706779,0.139,24,Annually,650,West,Dealer,Closed,29-05-2021,04-08-2022,Yes,0,0,06-05-2021,0,0
CT006336,CUST65884,Operating Lease,Equipment,796009,0.0708,36,Monthly,710,South,Branch,Active,29-12-2022,08-03-2025,Yes,0,0,28-01-2023,1,0
CT006337,CUST69757,Loan,Property,3383284,0.1419,24,Annually,671,East,Online,Active,05-08-2020,16-09-2025,Yes,0,0,13-05-2020,0,0
CT006338,CUST89263,Equipment Insurance,Other,156858,0,12,Annually,541,West,Online,Active,17-10-2022,09-04-2025,No,0,0,24-10-2022,1,0
CT006339,CUST28442,Vehicle Insurance,Car,988228,0,12,Monthly,708,North,Branch,Active,01-02-2022,13-09-2025,No,405883.57,1,20-01-2022,0,1
CT006340,CUST14573,Loan,Truck,2013621,0.1543,24,Quarterly,654,East,MobileApp,Defaulted,13-02-2019,05-05-2023,Yes,0,0,14-03-2019,1,0
CT006341,CUST97838,Operating Lease,Equipment,616189,0.2059,84,Quarterly,564,South,Online,Active,16-01-2022,10-10-2025,Yes,0,0,02-08-2022,0,0
CT006342,CUST11874,Loan,Bike,99305,0.2645,72,Quarterly,543,East,Branch,Active,26-09-2017,15-08-2025,No,0,0,10-01-2017,1,0
CT006343,CUST15176,Equipment Insurance,Truck,1819243,0,12,Quarterly,587,South,Branch,Closed,10-07-2017,01-12-2024,No,0,0,11-02-2017,0,0
CT006344,CUST34272,Vehicle Insurance,Property,4829572,0,12,Monthly,658,South,Dealer,Active,27-06-2022,10-08-2025,No,0,0,07-06-2022,0,0
CT006345,CUST89143,Operating Lease,Equipment,989071,0.0745,48,Quarterly,713,West,Dealer,Closed,13-07-2020,16-01-2021,Yes,0,0,14-07-2020,0,0
CT006346,CUST20001,Vehicle Insurance,Bike,78628,0,12,Quarterly,660,North,Dealer,Active,24-11-2020,11-06-2025,No,0,0,12-11-2020,0,0
CT006347,CUST78314,Vehicle Insurance,Car,480787,0,12,Quarterly,721,South,Branch,Active,02-08-2019,25-07-2025,No,0,0,03-10-2019,1,0
CT006348,CUST16796,Operating Lease,Equipment,733387,0.1574,36,Annually,610,East,Broker,Active,02-12-2019,20-10-2025,Yes,0,0,21-02-2019,1,0
CT006349,CUST73969,Operating Lease,Bike,85478,0.1097,36,Quarterly,667,West,Branch,Active,28-06-2022,09-05-2025,No,0,0,07-08-2022,0,0
CT006350,CUST84812,Loan,Other,10000,0.1345,72,Monthly,663,West,MobileApp,Closed,14-12-2015,13-10-2024,No,0,0,24-12-2015,0,0
CT006351,CUST25338,Vehicle Insurance,Equipment,635868,0,12,Monthly,705,East,Online,Active,11-01-2019,14-11-2025,No,0,0,11-11-2019,0,0
CT006352,CUST45226,Property Insurance,Bike,74334,0,12,Monthly,530,South,Dealer,Closed,28-08-2022,29-10-2023,No,0,0,17-09-2022,1,0
CT006353,CUST73927,Loan,Truck,1430344,0.0588,48,Annually,737,South,Branch,Active,11-03-2016,10-07-2025,Yes,0,0,12-01-2016,0,0
CT006354,CUST57057,Property Insurance,Car,805966,0,12,Monthly,623,North,Online,Active,19-10-2022,19-09-2025,No,0,0,11-06-2022,0,0
CT006355,CUST86700,Operating Lease,Bike,52539,0.2636,84,Monthly,543,South,Branch,Active,05-11-2019,09-04-2025,No,0,0,14-05-2019,1,0
CT006356,CUST28413,Equipment Insurance,Equipment,868292,0,12,Annually,687,East,Broker,Active,29-11-2021,23-09-2025,No,0,0,12-05-2021,0,0
CT006357,CUST43278,Loan,Truck,1641237,0.153,48,Monthly,637,North,Online,Active,15-02-2016,13-09-2025,Yes,0,0,28-02-2016,0,0
CT006358,CUST37350,Loan,Property,6054725,0.2971,24,Annually,518,West,Online,Active,26-06-2015,17-09-2025,Yes,0,0,07-11-2015,0,0
CT006359,CUST20516,Operating Lease,Bike,104714,0.1439,84,Monthly,635,South,Online,Closed,20-12-2020,15-06-2022,No,0,0,18-01-2021,0,0
CT006360,CUST40506,Vehicle Insurance,Other,108922,0,12,Monthly,577,West,Branch,Closed,25-01-2019,11-01-2020,No,0,0,29-01-2019,1,0
CT006361,CUST21140,Operating Lease,Property,4988705,0.1996,12,Quarterly,588,West,Online,Active,05-10-2018,16-08-2025,Yes,0,0,06-04-2018,1,0
CT006362,CUST13036,Loan,Car,568559,0.2364,48,Annually,563,Central,Dealer,Closed,03-06-2021,19-02-2022,Yes,0,0,18-03-2021,0,0
CT006363,CUST61114,Vehicle Insurance,Bike,69231,0,12,Monthly,657,South,Dealer,Closed,15-07-2019,29-06-2022,No,0,0,16-07-2019,0,0
CT006364,CUST90739,Operating Lease,Property,4377767,0.02,12,Annually,787,North,MobileApp,Closed,15-01-2019,22-07-2020,Yes,0,0,02-09-2019,0,0
CT006365,CUST31057,Vehicle Insurance,Bike,27410,0,12,Annually,622,Central,Broker,Active,30-07-2017,22-07-2025,No,0,0,08-08-2017,0,0
CT006366,CUST55749,Loan,Equipment,1013548,0.0367,84,Annually,758,East,Broker,Active,17-06-2022,08-09-2025,Yes,0,0,07-04-2022,1,0
CT006367,CUST51557,Loan,Equipment,790288,0.2092,60,Monthly,604,West,Broker,Active,15-03-2021,09-03-2025,Yes,0,0,04-03-2021,0,0
CT006368,CUST61193,Loan,Property,4515372,0.2067,72,Quarterly,583,Central,Branch,Closed,22-02-2019,17-02-2023,Yes,0,0,18-03-2019,0,0
CT006369,CUST53811,Property Insurance,Equipment,1030438,0,12,Annually,740,South,Branch,Active,03-01-2022,13-09-2025,No,0,0,03-06-2022,0,0
CT006370,CUST35000,Vehicle Insurance,Bike,86750,0,12,Quarterly,678,East,MobileApp,Active,09-03-2020,10-08-2025,No,0,0,09-06-2020,0,0
CT006371,CUST49225,Operating Lease,Bike,76983,0.3444,36,Quarterly,417,West,Branch,Active,05-08-2020,11-05-2025,No,0,0,30-05-2020,1,0
CT006372,CUST77439,Equipment Insurance,Other,231087,0,12,Monthly,669,North,Branch,Active,09-07-2015,08-02-2025,No,0,0,21-09-2015,0,0
CT006373,CUST89839,Loan,Bike,138389,0.1845,72,Monthly,624,North,Online,Active,05-12-2015,25-10-2025,No,0,0,26-05-2015,0,0
CT006374,CUST36900,Operating Lease,Property,4564235,0.2626,24,Annually,525,North,Broker,Closed,15-12-2019,19-02-2023,Yes,0,0,13-01-2020,0,0
CT006375,CUST53250,Vehicle Insurance,Car,836392,0,12,Quarterly,590,South,Dealer,Active,13-06-2016,14-08-2025,No,0,0,07-02-2016,0,0
CT006376,CUST54061,Operating Lease,Property,4638773,0.02,48,Quarterly,790,North,Dealer,Closed,01-11-2016,19-06-2021,Yes,0,0,02-10-2016,1,0
CT006377,CUST64488,Loan,Other,10000,0.0368,24,Monthly,765,North,MobileApp,Active,17-12-2021,16-08-2025,No,0,0,13-01-2022,0,0
CT006378,CUST96310,Operating Lease,Other,386517,0.1539,36,Monthly,640,East,Branch,Active,29-07-2015,28-08-2025,No,0,0,16-08-2015,0,0
CT006379,CUST54855,Vehicle Insurance,Bike,86880,0,12,Annually,742,North,Branch,Active,21-09-2019,08-07-2025,No,0,0,24-09-2019,0,0
CT006380,CUST50955,Loan,Bike,94137,0.0871,36,Monthly,712,East,Branch,Closed,10-02-2020,13-02-2022,No,0,0,10-06-2020,0,0
CT006381,CUST23898,Loan,Truck,1070085,0.1182,60,Annually,660,Central,Branch,Active,20-03-2017,27-10-2025,Yes,0,0,04-03-2017,0,0
CT006382,CUST99384,Loan,Truck,1514259,0.2541,84,Quarterly,566,South,Dealer,Active,12-09-2019,14-09-2025,Yes,0,0,19-12-2019,1,0
CT006383,CUST82143,Property Insurance,Truck,1355994,0,12,Quarterly,573,Central,Online,Active,13-05-2017,09-05-2025,No,0,0,14-05-2017,0,0
CT006384,CUST53825,Loan,Truck,1777910,0.1427,60,Annually,678,Central,Broker,Active,31-08-2017,09-12-2025,Yes,0,0,19-09-2017,0,0
CT006385,CUST10707,Loan,Bike,91320,0.1078,84,Annually,684,North,Dealer,Active,14-05-2021,28-08-2025,No,0,0,29-05-2021,0,0
CT006386,CUST10792,Vehicle Insurance,Truck,1336373,0,12,Annually,818,North,Online,Closed,28-03-2019,10-01-2024,No,0,0,20-04-2019,1,0
CT006387,CUST63786,Operating Lease,Car,945720,0.02,72,Annually,900,South,Online,Active,06-09-2022,18-09-2025,Yes,0,0,07-08-2022,1,0
CT006388,CUST41298,Loan,Car,462446,0.02,24,Quarterly,822,East,Online,Active,24-08-2020,09-12-2025,Yes,0,0,09-04-2020,1,0
CT006389,CUST41640,Property Insurance,Truck,1205932,0,12,Monthly,611,East,Dealer,Active,27-10-2020,21-08-2025,No,0,0,24-11-2020,0,0
CT006390,CUST98998,Loan,Bike,103188,0.0831,60,Monthly,713,East,Broker,Defaulted,10-01-2020,01-10-2025,No,0,0,10-11-2020,0,0
CT006391,CUST53732,Vehicle Insurance,Other,171108,0,12,Monthly,752,East,Online,Active,02-07-2021,10-11-2025,No,0,0,03-04-2021,0,0
CT006392,CUST15235,Vehicle Insurance,Truck,1766670,0,12,Quarterly,574,South,Online,Active,22-06-2017,11-03-2025,No,0,0,26-06-2017,1,0
CT006393,CUST44046,Loan,Truck,1349712,0.2667,72,Annually,531,East,Online,Active,17-11-2020,13-08-2025,Yes,0,0,25-11-2020,0,0
CT006394,CUST85298,Equipment Insurance,Car,746667,0,12,Monthly,692,East,Online,Closed,31-01-2019,17-05-2025,No,0,0,02-03-2019,0,0
CT006395,CUST80011,Loan,Car,785192,0.2053,60,Monthly,617,South,Branch,Active,06-10-2020,09-02-2025,Yes,0,0,25-06-2020,1,0
CT006396,CUST58031,Loan,Car,625622,0.0901,48,Quarterly,713,North,Branch,Defaulted,25-10-2021,05-09-2025,Yes,0,0,11-09-2021,1,0
CT006397,CUST63537,Loan,Truck,1831335,0.0649,72,Annually,737,Central,Branch,Active,15-11-2016,09-12-2025,Yes,0,0,12-10-2016,0,0
CT006398,CUST68508,Operating Lease,Truck,1629710,0.3312,36,Quarterly,474,North,Online,Active,16-04-2016,30-08-2025,Yes,0,0,28-04-2016,1,0
CT006399,CUST81945,Vehicle Insurance,Bike,39085,0,12,Annually,507,West,Online,Closed,04-09-2015,07-06-2021,No,0,0,14-04-2015,1,0
CT006400,CUST19361,Operating Lease,Car,597421,0.0729,36,Monthly,722,Central,Online,Active,06-03-2020,10-02-2025,Yes,0,0,17-06-2020,1,0
CT006401,CUST75217,Equipment Insurance,Car,1153778,0,12,Monthly,785,Central,Online,Active,06-08-2022,22-10-2025,No,0,0,20-06-2022,0,0
CT006402,CUST76875,Loan,Bike,30352,0.1938,84,Monthly,603,Central,Branch,Active,23-03-2021,11-05-2025,No,0,0,25-03-2021,0,0
CT006403,CUST41983,Property Insurance,Bike,88169,0,12,Quarterly,485,East,Online,Closed,19-07-2021,26-09-2024,No,0,0,08-06-2021,1,0
CT006404,CUST78614,Operating Lease,Car,361088,0.2984,36,Monthly,487,North,Online,Defaulted,27-01-2020,12-04-2023,Yes,0,0,02-10-2020,0,0
CT006405,CUST65408,Loan,Property,3756877,0.1821,24,Annually,619,Central,Dealer,Closed,25-12-2022,15-11-2021,Yes,0,0,24-01-2023,0,0
CT006406,CUST49084,Operating Lease,Property,3361835,0.1684,60,Quarterly,604,West,MobileApp,Closed,23-05-2021,12-03-2024,Yes,0,0,22-06-2021,0,0
CT006407,CUST11002,Operating Lease,Property,5302644,0.1199,72,Quarterly,680,West,Online,Defaulted,09-02-2019,01-10-2024,Yes,0,0,18-09-2019,0,0
CT006408,CUST61623,Loan,Bike,82070,0.1056,72,Monthly,690,North,Branch,Active,19-01-2018,29-09-2025,No,0,0,29-01-2018,0,0
CT006409,CUST37857,Equipment Insurance,Equipment,842886,0,12,Monthly,767,East,MobileApp,Active,29-04-2018,30-10-2025,No,0,0,05-12-2018,0,0
CT006410,CUST91718,Equipment Insurance,Property,4506322,0,12,Annually,659,South,Online,Active,05-12-2017,13-11-2025,No,0,0,19-05-2017,0,0
CT006411,CUST48340,Loan,Truck,1999485,0.2225,72,Annually,582,Central,Branch,Active,09-04-2018,23-09-2025,Yes,0,0,21-09-2018,0,0
CT006412,CUST68673,Vehicle Insurance,Other,150778,0,12,Quarterly,599,Central,Branch,Closed,29-09-2016,05-04-2021,No,0,0,13-10-2016,0,0
CT006413,CUST81610,Loan,Equipment,1273354,0.02,24,Monthly,814,South,Dealer,Active,26-02-2016,11-06-2025,Yes,0,0,20-03-2016,0,0
CT006414,CUST33960,Equipment Insurance,Equipment,836664,0,12,Monthly,547,South,Branch,Active,28-12-2020,27-10-2025,No,0,0,01-08-2021,0,0
CT006415,CUST58698,Operating Lease,Other,503244,0.1249,12,Quarterly,640,East,Branch,Active,09-04-2018,13-08-2025,No,0,0,09-10-2018,0,0
CT006416,CUST98172,Loan,Truck,1078236,0.2279,48,Annually,556,West,MobileApp,Active,28-07-2020,24-08-2025,Yes,0,0,26-08-2020,0,0
CT006417,CUST20159,Loan,Property,6068139,0.1985,36,Annually,607,Central,Online,Active,20-10-2018,22-10-2025,Yes,0,0,19-11-2018,0,0
CT006418,CUST38994,Operating Lease,Property,4187155,0.0339,84,Quarterly,744,North,Broker,Active,28-12-2022,17-09-2025,Yes,0,0,18-01-2023,1,0
CT006419,CUST51967,Vehicle Insurance,Property,4567115,0,12,Monthly,691,West,Online,Active,27-12-2021,11-12-2025,No,0,0,29-12-2021,0,0
CT006420,CUST80322,Operating Lease,Property,5073618,0.0516,24,Monthly,718,South,Branch,Closed,08-01-2021,28-10-2024,Yes,0,0,19-08-2021,1,0
CT006421,CUST19189,Operating Lease,Property,4544170,0.1172,60,Quarterly,656,Central,MobileApp,Active,25-06-2015,15-10-2025,Yes,0,0,15-07-2015,0,0
